excentricidad_orb;altura;sentido;geoestacionario;circular
20851416,2;14163762,24;positivo;False;
46340082,35;30480129,54;positivo;True;
36388887,2;641416,09;positivo;True;
14525870,93;53788971,15;positivo;False;
62470110,04;71870247,18;positivo;True;
50718272,77;84398717,02;negativo;True;
95007299,13;70626197,24;positivo;True;
93976732,16;17598277,58;negativo;True;
46377384,11;11268615,47;positivo;True;
94560065,31;22381008,43;positivo;True;
92310544,51;33040608,09;positivo;True;
70258035,48;61529627,57;positivo;False;
73143105,88;52875798,66;positivo;True;
20257762,13;21590967,92;positivo;False;
19435029,58;9736579,1;negativo;False;
65432702,05;25490116,11;positivo;True;
26123745,9;29129330,78;negativo;False;
1146254,04;43272054,86;positivo;False;
21795543,22;85313764,98;positivo;False;
45795808,92;95139687,6;positivo;True;
10965408,75;27309566,77;positivo;False;
41471458,08;84191853,45;positivo;False;
88260054,02;47805673,73;negativo;True;
64519034,55;16819851,66;negativo;True;
56522664,6;3970585,92;positivo;False;
48048521,13;54189238,21;positivo;True;
88082382,83;84477547,46;negativo;False;
84307996,19;28881863,44;positivo;False;
61731832,06;18187639,43;negativo;True;
31968499,02;90070812,76;negativo;True;
21468682,43;38613215,63;negativo;False;
35695465,5;29980726,03;positivo;False;
61572129,54;9437577,72;positivo;True;
95700246,03;88948414,51;negativo;True;
30889509,2;46730851,15;negativo;False;
57920765,56;63649749,87;positivo;False;
41058071,46;64739272,39;positivo;True;
82354882,29;81518975;negativo;True;
54043551,8;9948547,43;negativo;True;
10376883,95;83634439,27;negativo;True;
53330363,65;42398665,93;positivo;False;
50646885,96;39225586,18;negativo;False;
80913907,33;84768537,39;negativo;True;
96106268,99;93340421,93;positivo;False;
71906954,35;96180416,53;positivo;False;
62487401,47;81794264,72;positivo;False;
90678097,75;27900505,64;positivo;True;
19399003,89;7445217,71;positivo;False;
53035581,03;40719760,41;positivo;True;
39684804,08;10992851,78;positivo;True;
63587162,71;37660543,57;negativo;False;
26480222,74;899687,09;negativo;False;
69712120,27;83053307,84;positivo;True;
85180669,24;55046575,61;positivo;True;
35081691,23;19211982,67;negativo;False;
68113049,37;54346312,48;positivo;False;
82989224,94;84199100,57;negativo;False;
93128569,88;62988269,84;positivo;True;
3217765,39;31596095,42;positivo;True;
17949823,26;9325849,52;positivo;False;
94310510,46;27984616,14;negativo;True;
15705721,18;8669704,38;positivo;False;
20536638,83;69256635,68;negativo;False;
18310779,96;69293174,89;positivo;False;
18412610,64;76057380,21;negativo;True;
32977188,84;59693045,47;negativo;True;
3640972,62;39138063,93;positivo;True;
63794392,73;73189093,61;negativo;True;
53988518,77;76751890,36;positivo;False;
61605756,45;63497012,03;positivo;False;
10709902,07;64798935,12;positivo;True;
98824092,36;48001213,95;negativo;True;
85992623,76;41041342,59;positivo;True;
46916702,73;24690626,95;negativo;False;
45702023,31;5247340,78;negativo;False;
71491327;30320230,21;negativo;False;
33678598,22;73189699,51;positivo;False;
165503,34;90803271,25;negativo;True;
57668156,32;841796,38;negativo;False;
21580338,99;43601274,65;negativo;True;
90907943,32;59282414,63;positivo;True;
72877023,19;68992704,03;positivo;False;
37041522,4;88096791,95;negativo;False;
75731156,7;36451900,25;negativo;False;
96504035,33;69492446,13;positivo;False;
99282460,43;47061067,09;negativo;False;
91445817,03;40226390,31;negativo;True;
54315868,6;55786637,45;negativo;False;
34234691,48;83319082,9;negativo;False;
64639828,47;56171962,69;positivo;False;
32430866,3;74481328,72;positivo;False;
51782367,37;21348581,01;positivo;False;
36933271,63;48296280,15;positivo;False;
97775844,83;49030700,36;positivo;False;
52640030,78;5475478,49;negativo;True;
61622534,98;69404012,2;negativo;True;
35988357,85;83275429,8;negativo;True;
17233180,07;14142372,18;positivo;True;
37535618,22;61957325,43;negativo;False;
32263570,33;14726818,05;negativo;True;
94495993,18;68141286,39;positivo;False;
69038158,91;15552065,52;positivo;True;
42452258,08;94210159,9;positivo;True;
65536639,88;11698125,61;negativo;True;
36637093,6;49303150,95;positivo;True;
33816774,66;39275033,03;positivo;False;
89220151,67;60960451,29;negativo;True;
23388103,51;13530756,55;positivo;True;
35148096,85;52164074,87;positivo;False;
65502758,98;20442879,19;negativo;False;
20624029,29;69276036,12;negativo;True;
24438584,55;5706268,3;negativo;False;
35269208,41;40599607,2;negativo;True;
98383593,74;24106289,82;positivo;False;
16115527,25;10545623,89;positivo;False;
87828717,45;12280626,03;negativo;False;
11641645,12;46829067,25;positivo;True;
73309372,7;94120867,5;negativo;True;
18054066,03;11014647,91;negativo;False;
58397838,9;56831949,2;negativo;False;
2302947,92;11699545,25;positivo;False;
99503781,99;25871334,9;positivo;True;
98549479,79;71564611,91;negativo;True;
21570473,9;97063775,87;negativo;False;
86972412,06;45275283,72;negativo;True;
87905201,19;81557528,61;positivo;True;
27745809,3;5798368,01;negativo;False;
79301095,29;84217349,48;negativo;False;
53893783,12;38257272,57;positivo;False;
1779109,47;93156085,91;positivo;True;
10674419,76;76789214,09;positivo;True;
98928196,57;58636806,15;positivo;False;
52299469,86;28711448,55;positivo;True;
2999237,4;81781637,59;negativo;False;
84377115,9;5636265,21;positivo;True;
79960599,21;90620424,62;positivo;False;
46207373,26;59391324,97;negativo;False;
17423958,47;32734975,66;negativo;False;
20295349,36;21898388,18;negativo;True;
99722572,74;70221359,76;negativo;False;
11710197,54;50108829,2;positivo;False;
89553230,41;41891268,28;positivo;False;
78420917,49;64679178,65;positivo;True;
85539876,23;82236735,03;negativo;False;
95731834,58;24579948,74;negativo;False;
81048359,82;20413894,26;negativo;True;
9921086,01;34348810,76;positivo;False;
65104368,87;18506131,58;positivo;False;
52278544,73;67846691,19;negativo;True;
81911548,56;56570710,73;positivo;True;
11186706,91;77724546,27;positivo;False;
40210368,99;6845778,73;positivo;False;
88207857,46;41242444,82;negativo;True;
14846349,64;30989465,75;positivo;True;
36318650,7;21832393,85;negativo;True;
20615599,11;20616583,6;positivo;True;
56593098,54;60187262,28;negativo;False;
49825266,15;93060606,4;negativo;True;
66158319,18;58703345,06;negativo;False;
88189531,31;19255658,9;negativo;False;
28338470,71;72897564,27;positivo;False;
83591069,5;83893485,87;positivo;False;
19305440,3;51886430,28;positivo;True;
98295584,66;11196664,78;negativo;True;
69494767,23;43869430,56;negativo;True;
89095761,5;59047516,23;negativo;False;
2185568,93;27995145,02;positivo;True;
99947079,93;31562051,03;negativo;False;
15973068,07;72890835,07;negativo;True;
66666057,51;86554335,36;negativo;True;
42192300,81;43601741,73;positivo;True;
34070827,25;15218974,45;positivo;True;
37301135,33;78734269,05;negativo;False;
92213908,28;27518356,73;negativo;True;
28560285,57;52249675;positivo;False;
71977492,54;80224967,64;negativo;True;
1203210,93;9533762,38;positivo;True;
29591348,77;70403179,51;negativo;False;
1725665,69;62386652,02;negativo;True;
56067528,09;41100839,51;positivo;True;
35566526,5;64605405,42;positivo;False;
30752468,5;21522252,91;positivo;True;
87860246,12;76031273,12;negativo;False;
27835335,11;35386403,51;positivo;True;
90793604,44;97871583,67;positivo;True;
43331817,22;11690065,82;positivo;True;
83351602,38;10557169,22;negativo;True;
90688813,2;14412457,85;positivo;True;
86655899,7;35530402,26;positivo;True;
59479328,02;18352122,64;positivo;False;
57778167;63337193,92;positivo;True;
97670935,12;75379105,64;positivo;False;
11841464,62;50541783,6;negativo;False;
29326414,72;89198917,43;negativo;True;
41559765,6;13232289,86;negativo;True;
58867153,76;50682529,25;negativo;True;
77290982,78;36643193,89;positivo;True;
96714728,08;82906280,47;positivo;True;
70622433,28;79372680,54;positivo;True;
76109221,17;21476085,14;negativo;True;
7314540,99;54026939,82;positivo;True;
17521031,82;81382698,36;negativo;False;
82432107,06;69765439,72;negativo;True;
91499622,22;48121542,16;negativo;False;
6660058,17;491187,37;negativo;False;
4120804,58;9216582,13;negativo;True;
15796270,16;86591499,23;negativo;False;
34430292;37103943,67;negativo;False;
69443509,91;62815031,12;positivo;False;
83455240,69;31152084,89;negativo;False;
76234751,15;82389338,03;positivo;False;
8684898,12;60480748,2;negativo;True;
22759457,93;62526950,11;negativo;False;
2338732,23;30233385,83;positivo;False;
37168477,29;71895228,05;positivo;True;
9367315,19;12898308,49;negativo;True;
54490348,72;58675218,45;negativo;True;
80108843,29;422182,59;positivo;False;
7617444,76;70052717,83;negativo;True;
96380807,99;75226895,72;negativo;False;
4510936,89;21250756,27;negativo;False;
23644168,19;52327847,54;negativo;False;
91120303,84;51707657,83;negativo;False;
44112279,61;1092850;positivo;True;
2825691,1;333872,62;negativo;False;
97432341,81;61246186,36;positivo;False;
73824922,7;8705733,85;negativo;False;
32346432,68;91356824,14;negativo;True;
73911183,11;29281767,91;positivo;False;
28560424,72;67907215,48;positivo;True;
84636490,92;89346614,79;negativo;False;
47155074,06;69809523,7;negativo;False;
77298836,48;9689316,88;positivo;True;
49445332,02;12713002,82;positivo;True;
26037228,6;53348419,21;positivo;False;
40273919,89;44944673,26;positivo;False;
99799005,67;51631724,62;positivo;False;
94857632,85;12377171,88;negativo;True;
68678224,08;90813374,58;negativo;True;
84378846,01;25678281,98;negativo;True;
58724943,35;1412950,45;positivo;False;
19447283,96;55369426,56;positivo;True;
25480075,45;23888083,71;negativo;False;
58598681,73;24079849,78;positivo;True;
91122484,33;72325116,12;positivo;False;
92648453,49;83312175,3;positivo;True;
67966021,88;10313368,56;positivo;False;
95030366,28;89936013,98;negativo;True;
31928560,78;91820016,66;negativo;False;
39097033,04;25357776,92;positivo;False;
19667744,43;86767563,35;positivo;False;
54596792,86;83058518,91;negativo;True;
36481760,24;66627684,57;negativo;True;
29908871,11;71993067,24;negativo;False;
64152593,87;88327329,55;negativo;False;
28833550,16;32847331,62;negativo;False;
97346146,54;24528021,51;negativo;True;
3521360,25;18525913,29;negativo;False;
35207754,13;4208726,38;positivo;False;
61400793,43;25777782,05;negativo;False;
80000683,81;79010228,05;positivo;True;
35433031,79;54862507,01;negativo;True;
41148674,2;5095986,45;negativo;False;
97270177,3;69727706,06;positivo;True;
14397479,84;19976527,79;negativo;True;
37183463,08;70507132,53;negativo;False;
35622332,25;4428306,58;positivo;False;
86155183,86;95407951,58;negativo;False;
32995598,77;38721468,74;positivo;False;
18078697,44;72236462,66;positivo;False;
38680274,2;2200128,2;positivo;True;
49351017,79;15827799,06;negativo;True;
57051377,19;68572471,17;positivo;False;
62113972,24;17192592,97;negativo;True;
51925024,41;91940782,23;positivo;True;
84003446,89;43290713,82;negativo;True;
62190373,44;77362810,92;positivo;False;
56579652,21;72966387,52;positivo;True;
78952733,5;85305608,99;negativo;False;
77865218,27;4543854,24;negativo;False;
88780570,82;34225627,64;negativo;True;
39489394,69;24970204,59;positivo;False;
4017997,88;59587694;positivo;False;
35361741,61;37850056,76;positivo;False;
78587935,62;56734178,68;negativo;True;
9022133,58;73408713,63;positivo;False;
24488287,31;37292629,23;negativo;True;
49499957,53;14233993,2;negativo;True;
32706407,04;52198728,11;positivo;False;
59608741,32;14900022,49;negativo;False;
75133375,68;19166913,44;positivo;False;
35684739,52;68007687,19;negativo;False;
58391978,52;3697221,15;negativo;False;
33041991,15;29999591,63;negativo;True;
58089848,06;58220716,81;negativo;True;
51408411,06;57142201,71;negativo;False;
63198021,92;8740310,74;negativo;True;
32232995,5;31032225,32;positivo;False;
44819654,11;39309584,12;positivo;True;
46167854,43;58485034,87;negativo;True;
89537687,3;74479997,89;positivo;False;
31923488,37;61168999,02;positivo;False;
64546439,85;68268620,76;positivo;False;
40918725,86;15945212,6;positivo;True;
29930329,79;58472598,49;positivo;False;
60445956,94;48816946,1;negativo;True;
87023934,29;33713575,05;positivo;True;
57689190,66;78594156,08;positivo;False;
77899002,92;81860429,12;negativo;False;
44234764,28;58030149,8;positivo;True;
49423763,53;64277556,13;negativo;False;
82501949,22;64945238,02;negativo;False;
8626730,39;87223679,59;positivo;True;
73414188,48;97308598,65;negativo;False;
52085298,38;87215640,92;positivo;False;
69917092,72;15610205,35;positivo;False;
67952661,58;61755040,65;positivo;False;
25269408,81;87466207,65;negativo;True;
22379202,94;32971871,59;negativo;True;
28972177,31;85459816,15;positivo;True;
87550779,9;73034741,64;negativo;False;
68209713,68;38728901,4;positivo;True;
30926705,27;91514157,89;positivo;False;
41678341,75;40069244,74;positivo;True;
93091262,48;23140075,62;positivo;False;
95343866,19;41820830,58;negativo;True;
67968679,52;68600561,09;positivo;False;
63249097,54;7335345,53;positivo;False;
85333676,31;23189300,34;positivo;False;
52287908,45;51239484,46;negativo;True;
11731542,88;81493891,6;positivo;True;
83617785,24;54797222,51;positivo;False;
45156444,01;28034307,93;positivo;False;
96524889,72;5181281,69;positivo;True;
70240181,23;32397604,68;positivo;False;
73052489,58;4482565,19;negativo;False;
4427342,72;79069456,86;positivo;False;
12079979,2;29489183,46;negativo;True;
58037809,46;95296334,25;positivo;True;
88534734,76;8510829,1;negativo;True;
72474671,64;59423865,03;positivo;True;
91681435,46;8240875,32;negativo;True;
29538369,97;45173870,74;negativo;True;
66978802,12;33887281,43;negativo;True;
35712718,96;77555502,47;positivo;False;
49363906,9;74577510;negativo;True;
85225839,4;48391756,34;positivo;True;
83018417;85591243,35;negativo;True;
3065263,23;6177436,5;positivo;False;
64119463,74;97155449,07;negativo;False;
99519250,75;17153875,05;negativo;False;
12832261,61;41277571,42;negativo;False;
48774583,2;88903168,16;negativo;True;
66427542,12;76988329,11;positivo;True;
60745283,12;85439102,25;positivo;False;
39156230,6;93523071,03;negativo;True;
40840833,7;64437525,55;positivo;True;
5852944,68;63030058,88;negativo;False;
88176348,23;78361861,92;positivo;True;
18221828,44;1115079,51;negativo;False;
90209776,87;25820931,98;positivo;False;
94460829,47;42701093,15;negativo;False;
37269527,43;57794806,49;positivo;True;
71005902,87;42787056,03;positivo;False;
49858546,98;92131705,44;negativo;True;
9291102,23;56824106,32;negativo;True;
67589121,91;15440941,52;negativo;False;
99697618,17;16001810;negativo;False;
34366742,76;33119738,69;negativo;False;
8446958,99;97095660;negativo;False;
81991548,86;26758115,64;negativo;True;
21198438,75;39613392,56;negativo;True;
71633146,51;62711953,67;positivo;False;
69034791,02;95892224,29;positivo;False;
33513490,77;12561047,67;negativo;False;
1504847,87;90340942,67;negativo;False;
84012042,12;665058,08;negativo;True;
32895033,64;19740745,06;positivo;False;
15286565,35;96122612,17;negativo;True;
58347459,75;22420963,14;positivo;True;
76651738,08;83042009,44;negativo;False;
14961192,38;67274879,15;positivo;False;
29386311,97;39437647,76;negativo;False;
7000148,06;32221024,28;negativo;False;
38704075,02;18793762,95;negativo;False;
10122619,67;59574178,44;negativo;True;
50075875,38;58521913,11;negativo;False;
61111817,82;999352,34;negativo;False;
62932457,94;14810549,48;negativo;False;
835901,66;97190326,84;negativo;False;
2901113,24;24459566,05;negativo;False;
54895498,13;72991925,36;negativo;False;
84118042,46;61764503,64;positivo;True;
97635252,35;34728972,1;negativo;True;
76552190,29;10942140,83;negativo;False;
88509137,35;55288897,35;positivo;True;
40795756,96;57049137,79;negativo;True;
18135238,32;49446608,72;negativo;False;
77732125,88;24225486,66;positivo;False;
7154803,61;91406319,9;negativo;False;
69298292,43;96354897,42;positivo;True;
14152035,62;9019575,98;negativo;False;
59749064,35;98109719,12;positivo;False;
23312800,25;99295939;positivo;True;
1255071,19;58667409,38;positivo;False;
25514230,38;85443334,88;positivo;False;
96660280,3;13334056,4;negativo;False;
28137208,15;24134989,24;negativo;True;
12397874,79;679355,4;positivo;False;
51827330,48;65592921,04;negativo;True;
4194604,22;36816898,13;negativo;True;
28036923,81;30609172,35;positivo;True;
53916918,48;37553345,64;positivo;True;
84097625,95;53296482,44;positivo;False;
59713965,38;98694506,57;negativo;True;
28919074,85;75567846,1;positivo;False;
61964391,52;90273923,67;negativo;True;
17386804,39;39435012,53;positivo;True;
98694587,43;39246073,06;positivo;True;
49602278,92;93831436,12;positivo;True;
97186969,05;5385238,17;negativo;True;
7742875,37;92594610,68;positivo;True;
51494869,04;62721630,08;positivo;True;
36428701,14;13798888,89;negativo;False;
47858427,84;30159846,56;negativo;True;
2715450,51;35000346,61;negativo;False;
7590884,34;17501882,15;positivo;True;
9982745,46;35778214,86;positivo;True;
3144903,42;20787981,14;positivo;True;
10125971,61;40763859,91;negativo;False;
92775753,86;16593190,31;positivo;True;
17308740,93;35065279,53;positivo;True;
82789480,8;1416916,57;positivo;False;
67312818,93;50541322,29;negativo;True;
66639883,89;83492737,33;positivo;False;
80785585,92;2773375,79;positivo;False;
58852574,87;78205472,96;positivo;False;
87146432,35;40618267,77;positivo;True;
20783625,79;39804243,32;positivo;True;
14267729,79;70504324,3;negativo;False;
56111567,69;53694864,19;positivo;True;
34668052,74;49154831,1;negativo;False;
44916388,26;76961711,74;negativo;False;
72638335,83;13484468,38;negativo;False;
77914047,38;76585016,45;positivo;False;
37142571,68;56660866,58;positivo;True;
62524822,16;39242947,61;negativo;False;
88227803,55;82427380,67;negativo;False;
782486,62;67490644,04;negativo;False;
397998,65;60558575,2;negativo;False;
35673785,58;61410462,68;positivo;True;
83646192,5;25483892,27;positivo;False;
51646553,43;95999632,13;positivo;True;
89457038,57;84258022,28;positivo;True;
45213465,54;71314240,13;positivo;True;
69308741,78;55931586,92;positivo;False;
82902872,27;55468191,48;positivo;True;
93977171,56;10575101,47;negativo;True;
69068970,5;20633589,53;positivo;False;
85470373,15;46386200,43;positivo;False;
75875528,71;75646952,13;positivo;True;
53639601,74;59376376,2;positivo;True;
35774865,07;74166496,37;positivo;True;
46836821,87;53850707,22;positivo;True;
27434723,64;24486691,09;negativo;False;
75828875,71;33098406,98;negativo;False;
1701290,18;77810797,87;negativo;True;
1974705,29;5070236,2;positivo;True;
90100935,64;46899042,9;negativo;True;
5834055,94;23431124,81;positivo;False;
33900751,47;76791058,05;positivo;True;
68805333,96;74814329,44;negativo;False;
42289628,76;93607250,49;negativo;True;
95262846,48;62219140,74;negativo;False;
48496391,4;65180549,53;negativo;False;
62611832,17;6988215,42;positivo;False;
20260801,45;4907282,99;negativo;True;
47526439,57;962505,33;negativo;False;
94119274,38;99287536,46;positivo;True;
62226054,29;31948071,94;negativo;False;
72231718,24;97194305,44;positivo;True;
85503275,56;82458790,1;negativo;True;
54238829,79;90304045,94;positivo;False;
97108203,9;92610698,5;positivo;False;
59386518,99;23018241,01;positivo;True;
25811027,54;13454191,23;negativo;False;
5910729,67;16569812,97;positivo;True;
64071469,23;88915316,13;positivo;True;
98686552,91;47532339,37;positivo;False;
13385872,85;1317189,6;negativo;False;
16529228,17;86788960,29;negativo;True;
53361733,06;39626188,04;positivo;False;
91538565,1;16124743,71;positivo;True;
9417539,69;31770983,48;positivo;True;
30235279,94;35506718,35;negativo;True;
18398598,93;71439297,69;negativo;False;
52164839,8;20795686,76;positivo;False;
76756066,08;65869617,19;positivo;False;
96323749,78;77598908,58;negativo;False;
80005489,84;87535869,04;positivo;False;
9874616,95;33692027,78;positivo;False;
66798712,13;15526042,93;negativo;True;
98135543,45;64063316,86;positivo;False;
20670835,34;71581889,94;negativo;False;
76951887,4;83437442,59;negativo;True;
61234523,05;11121262,83;positivo;False;
64963798,26;73569446,12;positivo;False;
50202957,62;12465052,44;positivo;True;
40225556,96;50603944,23;positivo;True;
83270626,12;59871549,92;positivo;False;
42065262,14;8155400,85;positivo;False;
28897267,31;51559211,33;negativo;True;
2677692,63;1987226,19;positivo;False;
21773803,6;48225510,27;negativo;False;
2714263,23;70167702,01;positivo;True;
81436405,29;16653931,74;negativo;False;
67902229,62;49058903,1;negativo;True;
99844966,52;82461805,12;positivo;False;
86457008,82;9702463,01;negativo;False;
80974424,47;53539072,62;positivo;False;
17058665,92;37372088,56;negativo;True;
82152309,58;36118035,11;negativo;True;
44271906,08;73553428,53;positivo;True;
14522264,31;47756211,07;positivo;True;
29170073,78;86378852,65;positivo;False;
59700923;85860809,73;negativo;False;
91596572,12;39193975,84;positivo;True;
71574240,4;3093979,79;positivo;False;
7313116,53;52019612,25;negativo;True;
14570736,91;37128712,46;positivo;False;
62974116,53;97070140,89;positivo;True;
98569273,77;69577804,78;negativo;True;
85972533,19;72546095,3;negativo;False;
8920798,72;12051931,02;negativo;False;
55365664,79;19069198,16;positivo;False;
59568087,74;81861634,54;positivo;True;
19681467,89;53418248,49;positivo;True;
92665963,18;94466897,17;negativo;True;
77257870,7;96672518,16;positivo;True;
91369532,26;30538580,54;negativo;False;
69348272,32;6009249,82;negativo;False;
57461613,09;38124958,97;negativo;False;
45405895,26;68248615,31;positivo;False;
41675246,42;11970353,49;negativo;True;
51117756,15;10350050,36;positivo;True;
82327127,39;64343223,33;negativo;False;
38164090,13;65780332,61;negativo;True;
23619546,98;58269073,56;negativo;False;
41456811,57;47476190,34;positivo;False;
53174896,38;46049770,74;negativo;False;
69695135,89;71118191,85;positivo;False;
33333791,53;51118927,67;positivo;True;
65295262,25;85020078,03;positivo;True;
82326493,05;91790226,89;positivo;True;
93217920,43;778896,84;positivo;False;
56692759,04;54810413,6;positivo;False;
79789368,58;56434250,31;positivo;False;
98036737,48;46686737,1;negativo;True;
34092077,75;98278234,6;negativo;True;
16372160,54;15720318,67;positivo;True;
35700658,36;75322611,05;positivo;False;
64929293,58;5034664,69;negativo;False;
94959457,7;66637561,44;negativo;False;
13652964,53;21517613,18;negativo;True;
39074089,64;35655428,88;negativo;False;
5542672,61;94400207,75;negativo;False;
28420966,83;54287898,24;positivo;False;
15029558,55;52663508,11;negativo;True;
27497591,43;65262540,77;negativo;False;
75976297,22;20269712,56;negativo;False;
57739465,56;26233366,39;negativo;False;
35512786,02;7510314,73;negativo;False;
41414692,57;3567204,98;negativo;False;
1856356,52;1603813,03;negativo;True;
65164602,31;1509302,37;negativo;False;
72905906,08;11226009,33;positivo;True;
94587947,22;54780902,45;negativo;True;
8592316,06;49330815,06;negativo;True;
30844097,66;94824119,57;positivo;True;
39118040,88;19449347,51;positivo;True;
61699852;99541026,2;negativo;False;
34029535,55;87269195,46;negativo;True;
40135024,37;1287276,7;negativo;True;
67533741,84;42528793,44;positivo;True;
53269219,81;2266739,37;negativo;True;
68681280,19;7544221,36;positivo;False;
41849480,28;9075705,6;positivo;False;
97032331,47;83732670,66;positivo;True;
85663446,72;44689699;positivo;False;
61663613,95;57273770,95;negativo;False;
8103536,26;77290233,11;negativo;True;
77080012,9;73685508,74;negativo;True;
82744520,26;83286445,63;negativo;True;
98491258,67;51063502,39;negativo;True;
39372792,83;11590093,23;positivo;True;
53067129,84;13635730,77;positivo;True;
72493832,54;1697708,67;negativo;True;
82674346,49;70716453,36;negativo;False;
86373978,44;34322438,95;positivo;True;
18898410,21;72619608,15;positivo;True;
82098077,9;89634418,73;negativo;False;
39386012,21;64598712,63;positivo;True;
93452786,65;57182485,5;negativo;False;
39740124,21;35810281,06;negativo;True;
23025349,27;60324349,57;negativo;True;
35595323,74;25320802,14;negativo;True;
30299706,56;63599186,26;negativo;False;
51940853,09;90551721,85;negativo;False;
87932319,66;64404406,25;positivo;True;
3066630,89;41017054,03;negativo;True;
42967926,05;46220324,75;negativo;False;
18330190,31;18424873,02;positivo;False;
85926201,05;59815246,39;positivo;True;
1210730,98;69798190,92;positivo;False;
89754302,19;99651559,79;positivo;False;
48212060,8;76970826,33;negativo;True;
5167591,39;86108646,7;positivo;False;
30394907,77;67379107,62;negativo;False;
74800024,37;66670394,64;positivo;False;
52248419,16;22599532,1;positivo;False;
56319060,45;78759223,44;negativo;True;
64729710,06;97019372,34;negativo;True;
79729769,03;75032657,94;negativo;True;
86818793,59;93414597,37;negativo;False;
20317766,74;41253992,83;positivo;True;
69177462,92;32235498,23;negativo;True;
1527851,72;64764218,18;positivo;True;
23160089,13;2302893,49;negativo;True;
74811241,19;65097448,51;negativo;True;
39936440,27;58642342,74;negativo;True;
47535261,92;10551722,2;negativo;True;
32456968,58;67236847,24;negativo;False;
21392643,04;29141750,29;negativo;True;
44659756,43;25978658,17;negativo;False;
56246112,51;5647167,07;positivo;True;
74014128,72;31129199,7;positivo;True;
83638590,5;43314333,77;negativo;True;
39744325,59;50971866,62;positivo;False;
30434883,61;8654519,67;negativo;True;
45684766,06;59991283,19;positivo;False;
78363840,28;41946143,52;positivo;True;
53852762,62;39521145,07;negativo;False;
90857054,76;852857,36;positivo;True;
38514180,34;30463441,02;negativo;False;
55729382,49;15898550,76;positivo;False;
71679230,35;61347995,29;negativo;True;
40460768,13;8294808,67;positivo;False;
75659911,63;34543016,17;positivo;False;
52208882,79;51364530,74;negativo;False;
43190809,22;87776322,31;negativo;False;
85156917,83;68196841,73;positivo;False;
28946282,21;53502995,41;negativo;False;
45164430;78034211,61;negativo;False;
58373725,61;46092251,67;positivo;False;
71477820,93;36280134,11;negativo;False;
37286553,4;69809418,23;negativo;False;
12088567,06;32260011,21;negativo;True;
36426483,65;42575352,13;positivo;False;
11638282,36;51201763,68;positivo;False;
76037342,93;67233183,4;negativo;True;
92798917,21;94534613,97;negativo;False;
24734008,7;5444282,19;negativo;True;
28612461,5;40916112,72;positivo;True;
64693779,38;13215168,19;negativo;True;
14203971,89;93976907,85;positivo;False;
86577560,44;32797774,1;negativo;False;
20032363,93;92644123,38;negativo;False;
20430997,1;21074060,53;positivo;True;
9180097,39;79384314,33;negativo;False;
33312371,74;56865024,37;negativo;False;
89054758,51;18778131,81;positivo;False;
43296386,14;98269341,08;negativo;True;
99865829,07;24761113,27;negativo;False;
44512814,57;98747738,49;positivo;True;
80455020,96;57563532,18;negativo;True;
25424151,02;20569639,11;positivo;True;
35567486,04;22122687,08;negativo;True;
20513260,74;44187448,77;negativo;False;
11432130,48;62993197,87;negativo;True;
54847935,43;26972627,17;negativo;True;
23657171,64;37861325,33;negativo;False;
5627235,87;77722455,96;negativo;True;
30479278,04;88171192,74;positivo;False;
33975015,78;80157549,53;positivo;False;
85149356,64;77330894,74;positivo;True;
92949206,98;28919201,26;positivo;True;
4328931,93;23693591,28;negativo;False;
84867699,23;17176437,68;negativo;False;
5247158,62;57516177,02;negativo;True;
59737431,38;93392614,58;positivo;False;
37464980,61;58551077,35;negativo;False;
49510284,76;77218118,63;positivo;True;
60445200,87;90274969,39;negativo;False;
91616682,14;71582107,55;positivo;True;
24329473,34;46061818,1;negativo;False;
39027702,02;54021054,64;positivo;True;
79327351,61;93151198,15;negativo;True;
16163861,5;61425490,01;positivo;True;
61250196,59;98011663,7;positivo;True;
93162045,02;74609149,25;negativo;False;
29732731,47;24925226,8;positivo;False;
54665783,83;60314844,86;positivo;False;
11552103,66;16021284,93;negativo;True;
61601063,74;47508735,04;negativo;False;
32515749,39;64309693,32;positivo;False;
3927654,96;19405066,2;positivo;True;
75537879,25;57153659,81;negativo;True;
4902118,04;66770852,78;negativo;True;
65917771,49;16843696,61;positivo;False;
88426793,72;6104079,15;positivo;True;
44801360,48;4900831,63;positivo;True;
20904141,24;28487936,83;negativo;True;
24495607,28;15690113,87;negativo;True;
51828681,78;35711742,09;negativo;True;
14906757,77;23915490,07;positivo;False;
51660808,19;61543943,84;negativo;False;
13875073,84;94726291,42;positivo;False;
55518248,94;41945319,87;positivo;False;
15132970,39;3602057,6;negativo;True;
81544553,91;73545063,66;negativo;True;
59163658,49;43850128,69;negativo;False;
68735014,12;8240579,82;negativo;False;
96272347,23;38296601,52;positivo;True;
38104295,32;62245854,55;positivo;False;
14071930,15;15555070,91;positivo;True;
76504358,51;95354027,77;negativo;True;
25130216,89;62773652,45;negativo;True;
58490665,21;5119430,06;positivo;False;
56579840;992823,17;negativo;False;
86166668,77;32956215,23;negativo;True;
47203317,12;2343293,38;negativo;True;
96561779,31;17556851,08;negativo;True;
80554588,69;10529198,39;positivo;True;
87119539,24;6525001,3;positivo;False;
75489411,59;7333518,11;positivo;False;
13832788,27;39605703,44;positivo;True;
2782505,34;56467332,5;negativo;False;
77436531,72;20921073,84;negativo;True;
